Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
ZV43350,California,4531,No,Premium,Bachelor,2002-11-11,Unemployed,F,0,Suburban,Married,119,30,95,0,1,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize
TG37259,California,3374,No,Extended,Master,1/22/11,Employed,M,28989,Suburban,Married,85,12,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,408.0,Four-Door Car,Medsize
KM22467,California,5452,No,Basic,Bachelor,2001-06-11,Employed,M,55898,Suburban,Married,69,35,87,0,6,Personal Auto,Personal L3,Offer1,Agent,441.951758,Two-Door Car,Medsize
JB32090,California,3045,No,Extended,High School or Below,2001-06-11,Employed,F,53441,Suburban,Married,76,11,78,0,1,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize
EY78874,California,2716,No,Basic,Doctor,2002-11-11,Medical Leave,M,20848,Suburban,Married,71,9,76,0,1,Corporate Auto,Corporate L1,Offer4,Agent,350.143872,Four-Door Car,Small
ZT60177,California,3803,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,108,4,29,0,1,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize
RV92809,California,5499,Yes,Basic,College,2002-05-11,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize
VI69768,California,23990,No,Basic,Bachelor,1/25/11,Employed,M,69781,Suburban,Married,119,25,49,0,2,Personal Auto,Personal L1,Offer2,Call Center,849.208601,SUV,Small
NP40205,California,7901,No,Extended,Bachelor,2002-03-11,Employed,M,99711,Rural,Married,98,24,24,0,7,Corporate Auto,Corporate L3,Offer2,Branch,11.549207,Four-Door Car,Small
LZ56963,California,8597,No,Basic,College,2001-08-11,Employed,F,25785,Suburban,Single,112,8,22,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Small
CO56168,California,3965,No,Basic,High School or Below,1/24/11,Employed,M,62638,Urban,Married,100,20,62,0,1,Personal Auto,Personal L2,Offer2,Agent,441.988868,SUV,Small
HJ64239,California,8263,No,Basic,College,2001-01-11,Unemployed,F,0,Suburban,Single,113,25,55,0,3,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medsize
WX80471,California,6677,No,Extended,High School or Below,1/27/11,Employed,M,56875,Rural,Married,84,0,70,0,6,Personal Auto,Personal L2,Offer3,Branch,145.448401,Two-Door Car,Medsize
EH51056,California,2751,No,Basic,High School or Below,1/20/11,Employed,M,93102,Suburban,Married,68,24,2,0,1,Personal Auto,Personal L2,Offer4,Branch,578.945761,Two-Door Car,Small
DK19711,California,5495,No,Basic,College,1/30/11,Employed,M,25564,Urban,Divorced,71,29,58,0,6,Personal Auto,Personal L3,Offer1,Agent,228.515513,Four-Door Car,Medsize
ZJ71004,California,2471,No,Basic,Bachelor,1/20/11,Employed,F,29918,Rural,Married,62,1,53,0,1,Personal Auto,Personal L3,Offer4,Web,108.892382,Four-Door Car,Medsize
CE68841,California,4128,No,Basic,Bachelor,1/15/11,Employed,F,95891,Rural,Married,102,3,13,0,1,Corporate Auto,Corporate L1,Offer1,Agent,34.235959,SUV,Medsize
HX41374,California,15235,No,Extended,High School or Below,1/14/11,Employed,M,72988,Rural,Married,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,Medsize
QE13586,California,6366,Yes,Extended,High School or Below,2001-07-11,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large
PA20570,California,6575,No,Extended,Bachelor,2002-02-11,Employed,M,84146,Suburban,Married,82,0,79,0,7,Personal Auto,Personal L1,Offer4,Agent,464.714188,Four-Door Car,Medsize
MB91424,California,7425,No,Basic,College,2002-10-11,Employed,M,36259,Suburban,Married,63,14,60,0,2,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medsize
QW98193,California,3924,No,Basic,College,1/27/11,Employed,M,56480,Suburban,Single,101,32,65,0,1,Corporate Auto,Corporate L2,Offer3,Branch,617.650751,SUV,Medsize
TS53731,California,8661,No,Basic,College,2/20/11,Employed,F,79674,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medsize
WK55963,California,8131,No,Basic,College,2001-02-11,Employed,M,61036,Suburban,Married,68,2,75,0,2,Corporate Auto,Corporate L3,Offer3,Web,413.25233,Two-Door Car,Medsize
CE71123,California,12751,No,Basic,Bachelor,2/20/11,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small
KK38827,California,4171,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large
YH81239,California,6406,No,Extended,High School or Below,1/13/11,Employed,M,48131,Suburban,Divorced,82,6,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize
MD32702,California,3573,No,Basic,Bachelor,2001-06-11,Unemployed,F,0,Suburban,Single,109,25,21,1,1,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
UK79109,California,9095,Yes,Basic,College,2001-11-11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize
TV37646,California,4794,No,Basic,College,2002-12-11,Employed,F,70012,Suburban,Married,119,22,33,0,1,Personal Auto,Personal L3,Offer4,Agent,755.19863,SUV,Small
QS35019,California,14436,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
RJ62038,California,8167,No,Extended,High School or Below,2/26/11,Unemployed,M,0,Suburban,Single,82,34,5,0,2,Personal Auto,Personal L1,Offer2,Web,590.4,Four-Door Car,Small
VX94337,California,8808,No,Basic,High School or Below,2/14/11,Employed,M,59762,Suburban,Divorced,113,27,91,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,542.4,SUV,Medsize
GM54723,California,9062,No,Basic,Bachelor,2002-02-11,Unemployed,M,0,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small
ET39822,California,8256,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L2,Offer2,Web,159.383042,Two-Door Car,Medsize
WA94988,California,19328,No,Extended,Bachelor,2002-03-11,Employed,F,57245,Suburban,Single,124,25,15,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681.577742,Sports Car,Small
WZ23060,California,7051,No,Premium,Bachelor,2/16/11,Employed,F,39040,Suburban,Married,174,4,34,0,1,Personal Auto,Personal L2,Offer2,Web,835.2,SUV,Medsize
HK84372,California,2410,No,Basic,High School or Below,2002-06-11,Unemployed,M,0,Suburban,Single,70,14,95,0,1,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Small
WG28563,California,5520,No,Basic,Doctor,2001-04-11,Employed,F,70914,Rural,Married,68,15,82,0,3,Personal Auto,Personal L3,Offer1,Agent,77.695518,Four-Door Car,Medsize
KE70943,California,10090,No,Extended,College,1/20/11,Employed,F,97238,Suburban,Divorced,126,6,91,0,3,Personal Auto,Personal L3,Offer3,Web,604.8,SUV,Medsize
LD76400,California,31317,No,Extended,Bachelor,1/31/11,Employed,F,42522,Suburban,Married,132,3,85,0,2,Corporate Auto,Corporate L1,Offer3,Agent,909.876614,SUV,Medsize
DR54244,California,2591,No,Basic,High School or Below,2002-04-11,Unemployed,F,0,Suburban,Married,67,16,66,0,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Medsize
FV63234,California,4957,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Divorced,67,3,69,0,7,Personal Auto,Personal L2,Offer2,Branch,321.6,Four-Door Car,Medsize
IV60781,California,4014,Yes,Extended,Doctor,2001-08-11,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize
AK59340,California,5601,No,Basic,High School or Below,2001-05-11,Employed,M,42360,Rural,Single,71,29,62,0,8,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize
NF78904,California,7371,No,Basic,Bachelor,2001-12-11,Employed,F,67871,Rural,Married,61,1,21,0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,Medsize
IS55638,California,15504,No,Basic,College,2/18/11,Employed,F,29932,Suburban,Married,64,34,5,0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize
RD40721,California,5385,No,Extended,High School or Below,2001-11-11,Unemployed,M,0,Suburban,Divorced,78,14,68,0,5,Corporate Auto,Corporate L3,Offer3,Agent,748.774773,Four-Door Car,Medsize
ZF70768,California,4050,No,Premium,High School or Below,2001-01-11,Employed,M,82758,Rural,Married,101,16,37,0,1,Personal Auto,Personal L2,Offer2,Branch,179.430114,Two-Door Car,Large
FH68849,California,12766,No,Basic,Bachelor,1/23/11,Unemployed,F,0,Suburban,Single,117,13,47,0,2,Personal Auto,Personal L2,Offer2,Web,842.4,SUV,Medsize
ZO42514,California,9159,No,Premium,Bachelor,2/26/11,Employed,F,96331,Urban,Divorced,114,33,38,0,9,Personal Auto,Personal L3,Offer3,Agent,491.027024,Two-Door Car,Medsize
FR66336,California,5326,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
MQ84363,California,11072,No,Extended,Bachelor,2/28/11,Employed,M,58971,Urban,Divorced,94,12,75,1,2,Corporate Auto,Corporate L1,Offer1,Agent,318.882053,Four-Door Car,Medsize
UC75204,California,12851,No,Basic,High School or Below,2002-11-11,Unemployed,F,0,Suburban,Single,186,11,31,0,8,Personal Auto,Personal L3,Offer1,Branch,1339.2,Luxury SUV,Small
WN56695,California,8607,No,Premium,College,2002-11-11,Unemployed,M,0,Suburban,Married,118,30,52,0,7,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Medsize
MF59279,California,4223,No,Basic,Bachelor,2/15/11,Unemployed,M,0,Suburban,Single,63,26,78,0,7,Personal Auto,Personal L1,Offer1,Agent,302.4,Two-Door Car,Small
US30122,California,61135,No,Basic,College,2/28/11,Unemployed,M,0,Suburban,Single,198,2,75,0,2,Corporate Auto,Corporate L3,Offer2,Branch,2275.265075,Luxury Car,Medsize
IM15403,California,9368,No,Extended,College,2002-01-11,Employed,M,44980,Urban,Divorced,81,2,27,0,2,Corporate Auto,Corporate L2,Offer3,Agent,333.478333,Two-Door Car,Medsize
IH18704,California,4365,No,Basic,Master,1/30/11,Disabled,M,23566,Suburban,Married,112,3,43,0,1,Personal Auto,Personal L2,Offer2,Agent,537.6,SUV,Medsize
FP27229,California,3384,No,Extended,College,2001-05-11,Employed,F,54603,Suburban,Single,86,29,68,0,1,Corporate Auto,Corporate L3,Offer1,Agent,412.8,Four-Door Car,Medsize
ZA60820,California,2409,No,Basic,High School or Below,1/14/11,Unemployed,M,0,Suburban,Single,67,7,72,0,1,Personal Auto,Personal L2,Offer2,Call Center,482.4,Two-Door Car,Medsize
WT65970,California,7209,No,Extended,High School or Below,2001-02-11,Unemployed,F,0,Suburban,Single,99,0,53,0,5,Personal Auto,Personal L2,Offer1,Agent,715.039363,Four-Door Car,Medsize
IX10511,California,3876,No,Basic,College,2002-08-11,Unemployed,M,0,Suburban,Single,117,11,29,0,1,Personal Auto,Personal L3,Offer1,Branch,842.4,Sports Car,Medsize
XB71208,California,2735,No,Basic,College,2/14/11,Employed,F,96314,Urban,Single,69,2,76,0,1,Personal Auto,Personal L3,Offer2,Agent,296.995798,Four-Door Car,Medsize
QI99143,California,3093,No,Extended,Bachelor,1/28/11,Employed,F,31168,Urban,Married,78,14,42,0,1,Corporate Auto,Corporate L1,Offer1,Agent,289.386343,Four-Door Car,Medsize
XQ19310,California,5007,No,Basic,High School or Below,1/16/11,Unemployed,F,0,Suburban,Single,71,16,4,0,5,Personal Auto,Personal L3,Offer2,Call Center,358.985713,Two-Door Car,Medsize
HK40573,California,14383,No,Extended,College,2001-08-11,Employed,M,52174,Urban,Married,121,22,25,0,2,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize
NN65590,California,2763,No,Basic,College,2002-10-11,Employed,F,72335,Suburban,Single,69,23,35,0,1,Personal Auto,Personal L1,Offer2,Web,331.2,Four-Door Car,Medsize
NG15940,California,3997,No,Basic,High School or Below,1/16/11,Unemployed,M,0,Suburban,Single,62,25,79,1,3,Corporate Auto,Corporate L3,Offer3,Agent,552.845318,Four-Door Car,Medsize
UE96503,California,5600,No,Basic,Doctor,2002-05-11,Unemployed,M,0,Suburban,Married,73,1,60,0,5,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize
AE90216,California,4975,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize
LJ20215,California,3436,No,Extended,High School or Below,1/23/11,Unemployed,F,0,Suburban,Single,95,18,75,0,1,Corporate Auto,Corporate L3,Offer1,Agent,679.052398,Four-Door Car,Medsize
PF78020,California,5575,No,Basic,College,2/15/11,Employed,M,20075,Suburban,Married,71,0,28,0,3,Personal Auto,Personal L2,Offer1,Agent,371.679189,Four-Door Car,Small
IU71285,California,6890,No,Extended,Bachelor,1/16/11,Employed,F,33786,Rural,Divorced,89,15,94,1,3,Personal Auto,Personal L2,Offer1,Call Center,75.110004,Two-Door Car,Large
RM93459,California,17498,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize
XV53963,California,10986,No,Extended,High School or Below,2001-10-11,Employed,M,96721,Suburban,Married,138,4,50,1,7,Personal Auto,Personal L3,Offer2,Web,662.4,SUV,Medsize
ZK71157,California,5358,No,Basic,Bachelor,2/27/11,Employed,F,40833,Urban,Single,69,13,84,0,6,Corporate Auto,Corporate L1,Offer2,Call Center,294.591676,Four-Door Car,Medsize
FS31523,California,8533,No,Extended,High School or Below,2002-01-11,Unemployed,F,0,Suburban,Married,122,32,6,2,7,Personal Auto,Personal L3,Offer2,Call Center,585.6,SUV,Small
NH99355,California,4635,No,Basic,High School or Below,2001-06-11,Unemployed,M,0,Suburban,Married,62,29,59,0,3,Personal Auto,Personal L2,Offer3,Call Center,297.6,Four-Door Car,Medsize
EZ11341,California,8081,No,Basic,College,1/20/11,Employed,M,85210,Rural,Single,68,34,9,0,2,Personal Auto,Personal L1,Offer3,Branch,32.714226,Two-Door Car,Medsize
QE52050,California,5678,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small
YT92071,California,5244,No,Basic,Master,1/30/11,Employed,F,44851,Suburban,Divorced,66,28,51,0,3,Corporate Auto,Corporate L2,Offer3,Web,439.762045,Four-Door Car,Medsize
LO14234,California,12263,No,Premium,High School or Below,2001-10-11,Unemployed,M,0,Suburban,Single,174,13,30,0,8,Personal Auto,Personal L2,Offer2,Agent,1724.234933,SUV,Medsize
HH49378,California,30859,No,Basic,Master,2/20/11,Employed,M,69872,Rural,Married,111,35,10,2,2,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize
JY66887,California,16321,No,Extended,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,247,5,12,3,5,Personal Auto,Personal L2,Offer2,Branch,1778.4,Luxury Car,Medsize
HZ39601,California,13447,No,Extended,College,2/21/11,Retired,F,26708,Suburban,Divorced,122,10,24,0,2,Personal Auto,Personal L2,Offer2,Call Center,585.6,SUV,Medsize
TV35668,California,2722,Yes,Basic,College,2002-02-11,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize
BK83393,California,32317,No,Basic,Bachelor,2002-11-11,Employed,F,55475,Urban,Divorced,116,18,75,0,2,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,Medsize
ZN98560,California,7897,No,Basic,College,2002-12-11,Unemployed,M,0,Rural,Married,111,22,21,0,8,Corporate Auto,Corporate L1,Offer1,Branch,190.120714,SUV,Medsize
ZR81759,California,2821,No,Basic,Master,2002-02-11,Employed,M,35855,Urban,Married,70,13,51,0,1,Personal Auto,Personal L3,Offer3,Web,278.208622,Two-Door Car,Medsize
SV46904,California,6904,No,Extended,High School or Below,1/24/11,Unemployed,F,0,Suburban,Single,98,26,31,0,4,Personal Auto,Personal L2,Offer2,Agent,1032.329445,Four-Door Car,Medsize
YN69214,California,7690,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,73,3,73,0,2,Personal Auto,Personal L1,Offer2,Web,617.705323,Four-Door Car,Medsize
ZI69514,California,4821,No,Basic,College,1/24/11,Employed,M,63391,Rural,Married,64,28,48,4,3,Corporate Auto,Corporate L3,Offer3,Agent,119.587974,Four-Door Car,Medsize
NL33789,California,4078,No,Basic,Bachelor,1/20/11,Employed,F,53093,Rural,Divorced,103,3,62,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,98.991733,SUV,Medsize
LU53495,California,2889,No,Basic,College,2001-03-11,Employed,M,65412,Rural,Married,73,1,74,1,1,Personal Auto,Personal L2,Offer3,Branch,101.753098,Four-Door Car,Medsize
HN89408,California,3653,No,Premium,College,2001-12-11,Unemployed,M,0,Suburban,Single,107,32,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,770.4,Four-Door Car,Medsize
PF71940,California,4837,No,Extended,Bachelor,2001-03-11,Unemployed,F,0,Suburban,Single,136,8,2,0,1,Personal Auto,Personal L2,Offer1,Branch,979.2,SUV,Small
VJ49806,California,13009,No,Basic,College,2002-12-11,Unemployed,M,0,Suburban,Single,61,2,81,0,2,Personal Auto,Personal L2,Offer1,Agent,380.069056,Two-Door Car,Medsize
GY40926,California,2613,No,Basic,College,1/26/11,Employed,M,37073,Suburban,Married,66,16,35,0,1,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Medsize
II32272,California,25391,No,Extended,High School or Below,2/17/11,Disabled,F,19359,Suburban,Married,129,0,62,0,2,Personal Auto,Personal L3,Offer4,Call Center,928.8,Sports Car,Medsize
NG68910,California,8901,No,Basic,High School or Below,2/20/11,Employed,M,46814,Suburban,Married,113,7,19,0,3,Corporate Auto,Corporate L1,Offer4,Agent,542.4,SUV,Medsize
XK43825,California,4704,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,Married,68,10,48,1,3,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
LA29810,California,6241,No,Extended,College,2/23/11,Employed,F,68332,Suburban,Married,79,23,21,3,8,Personal Auto,Personal L2,Offer2,Branch,379.2,Four-Door Car,Medsize
BU71528,California,8053,No,Premium,College,2002-01-11,Disabled,M,17301,Suburban,Married,105,1,11,0,5,Personal Auto,Personal L1,Offer2,Call Center,638.543326,Four-Door Car,Small
OM73267,California,5229,No,Basic,High School or Below,2001-11-11,Employed,F,69545,Suburban,Married,65,17,97,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,312.0,Four-Door Car,Medsize
IW72280,California,5035,No,Basic,Doctor,2/14/11,Employed,F,37405,Urban,Married,63,8,99,3,4,Corporate Auto,Corporate L2,Offer2,Branch,287.556107,Four-Door Car,Medsize
PH47195,California,5492,No,Extended,Bachelor,2/20/11,Employed,M,74271,Rural,Divorced,136,1,79,0,1,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize
KU85991,California,2592,Yes,Basic,High School or Below,2001-02-11,Employed,M,72421,Suburban,Married,65,8,23,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,312.0,Four-Door Car,Small
LK49091,California,3658,No,Extended,Bachelor,2002-02-11,Employed,F,62650,Rural,Married,92,0,42,0,1,Personal Auto,Personal L2,Offer2,Branch,148.820742,Four-Door Car,Large
OK96130,California,5319,No,Extended,High School or Below,2002-12-11,Employed,M,37331,Suburban,Married,134,26,7,0,1,Personal Auto,Personal L2,Offer2,Agent,898.914194,SUV,Medsize
MN83273,California,41788,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize
NY89701,California,5977,No,Extended,Bachelor,2002-05-11,Employed,F,25320,Urban,Married,76,10,70,1,8,Personal Auto,Personal L3,Offer1,Agent,269.065636,Four-Door Car,Large
FL30667,California,9299,No,Extended,College,1/19/11,Employed,F,22094,Suburban,Married,79,2,34,1,2,Corporate Auto,Corporate L1,Offer4,Branch,460.889274,Four-Door Car,Small
AW27717,California,20532,No,Extended,High School or Below,2001-08-11,Disabled,F,12503,Rural,Single,92,4,31,0,2,Personal Auto,Personal L3,Offer1,Branch,120.69808,Four-Door Car,Medsize
OL28568,California,8725,No,Premium,Bachelor,2002-07-11,Employed,M,69772,Suburban,Single,112,17,38,0,9,Personal Auto,Personal L2,Offer3,Branch,537.6,Four-Door Car,Medsize
EA52579,California,7687,No,Basic,Bachelor,2/26/11,Unemployed,F,0,Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize
WZ96432,California,9150,No,Basic,Master,2/19/11,Employed,F,32370,Suburban,Married,115,2,77,0,4,Corporate Auto,Corporate L3,Offer1,Branch,552.0,SUV,Medsize
HC90344,California,20371,No,Basic,Bachelor,2002-09-11,Unemployed,F,0,Suburban,Single,73,0,21,1,2,Corporate Auto,Corporate L2,Offer1,Branch,525.6,Four-Door Car,Medsize
SG59507,California,2776,No,Basic,College,2002-11-11,Employed,F,38222,Rural,Divorced,71,6,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,166.78838,Four-Door Car,Medsize
HE85298,California,4384,No,Basic,High School or Below,2001-07-11,Employed,F,32272,Rural,Married,110,6,5,0,1,Corporate Auto,Corporate L3,Offer2,Branch,6.342791,SUV,Medsize
CR83581,California,7712,No,Basic,College,2002-05-11,Disabled,M,27816,Suburban,Married,118,4,90,5,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small
MB15338,California,11472,No,Basic,College,2002-03-11,Employed,M,62134,Rural,Single,73,13,14,0,2,Personal Auto,Personal L2,Offer2,Web,25.333594,Two-Door Car,Medsize
YR10848,California,4119,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize
KA69047,California,3450,No,Extended,Bachelor,2002-02-11,Employed,M,68082,Rural,Single,88,24,53,0,1,Personal Auto,Personal L3,Offer2,Web,39.579516,Four-Door Car,Medsize
XE72624,California,2537,No,Basic,High School or Below,2/15/11,Employed,F,34653,Suburban,Married,64,18,72,0,1,Corporate Auto,Corporate L1,Offer4,Branch,307.2,Four-Door Car,Small
UN77671,California,7330,No,Extended,College,1/23/11,Employed,F,26906,Rural,Married,92,17,12,0,3,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize
RN72721,California,8886,No,Basic,High School or Below,1/21/11,Disabled,F,20903,Suburban,Married,117,4,40,0,8,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize
LO94085,California,3193,No,Extended,College,1/30/11,Employed,F,80580,Rural,Married,81,11,22,2,1,Personal Auto,Personal L1,Offer4,Web,41.694266,Two-Door Car,Medsize
JR89623,California,2699,No,Basic,High School or Below,2/21/11,Employed,F,76025,Rural,Married,67,29,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.021648,Four-Door Car,Medsize
VF65535,California,42937,No,Extended,College,1/18/11,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize
CF95802,California,8152,No,Basic,College,2002-10-11,Unemployed,M,0,Suburban,Single,114,9,27,0,5,Personal Auto,Personal L2,Offer2,Branch,820.8,SUV,Small
XX88364,California,8623,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Four-Door Car,Medsize
CK15380,California,2785,No,Basic,High School or Below,2002-12-11,Disabled,F,20814,Urban,Married,72,16,57,0,1,Personal Auto,Personal L2,Offer3,Call Center,288.594641,Four-Door Car,Medsize
HS97983,California,30648,No,Premium,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small
CC92362,California,8936,No,Premium,Bachelor,2001-06-11,Disabled,M,18141,Suburban,Married,116,2,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small
JW21133,California,6480,No,Extended,Bachelor,2002-10-11,Medical Leave,M,18820,Suburban,Married,95,3,51,4,8,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Small
YP72749,California,2450,No,Basic,Bachelor,2/16/11,Employed,F,44662,Urban,Single,63,3,51,1,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize
KW99972,California,10525,No,Extended,High School or Below,2001-09-11,Employed,F,40332,Urban,Married,132,10,59,2,5,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize
NW62233,California,5315,No,Basic,Master,1/28/11,Employed,M,66467,Urban,Married,66,17,65,0,3,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize
HJ62427,California,3522,No,Extended,College,2001-02-11,Employed,F,90804,Rural,Married,87,1,95,0,1,Personal Auto,Personal L1,Offer1,Agent,169.386126,Four-Door Car,Medsize
TA31436,California,8133,No,Basic,Bachelor,2001-09-11,Employed,F,36737,Suburban,Married,102,13,20,0,8,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large
ZK67670,California,31758,No,Extended,Master,1/28/11,Employed,F,44207,Urban,Married,99,23,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,407.638917,Four-Door Car,Medsize
QK82654,California,19850,No,Premium,College,1/15/11,Unemployed,M,0,Suburban,Single,286,3,3,0,9,Personal Auto,Personal L2,Offer1,Agent,2059.2,Luxury SUV,Small
GY43856,California,4349,Yes,Basic,College,2002-10-11,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large
BA87216,California,20878,No,Extended,College,1/20/11,Employed,M,50555,Suburban,Divorced,88,9,45,0,2,Personal Auto,Personal L2,Offer4,Web,422.4,Four-Door Car,Large
OH83983,California,3528,Yes,Extended,Doctor,2002-01-11,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Medsize
ZU83252,California,8704,No,Basic,Master,2002-09-11,Employed,F,61897,Rural,Married,72,7,79,0,2,Personal Auto,Personal L3,Offer3,Web,3.406136,Four-Door Car,Medsize
